Date,Open,High,Low,Close,Adj Close,Volume
1962-03-05,0.000000,1.390264,1.377702,1.390264,0.610140,23880
1962-03-06,0.000000,1.415390,1.398639,1.407015,0.617491,41791
1962-03-07,0.000000,1.415390,1.411202,1.411202,0.619329,17910
1962-03-08,0.000000,1.427952,1.407015,1.427952,0.626680,53731
1962-03-09,0.000000,1.436327,1.423765,1.423765,0.624843,65671
1962-03-12,0.000000,1.423765,1.402827,1.423765,0.624843,47761
1962-03-13,0.000000,1.440515,1.419577,1.436327,0.630355,113432
1962-03-14,0.000000,1.499141,1.423765,1.499141,0.657923,286564
1962-03-15,0.000000,1.499141,1.474015,1.482390,0.650571,208953
1962-03-16,0.000000,1.486578,1.457265,1.457265,0.639545,137312
1962-03-19,0.000000,1.469828,1.432140,1.440515,0.632193,101491
1962-03-20,0.000000,1.453078,1.436327,1.436327,0.630355,59701
1962-03-21,0.000000,1.423765,1.409108,1.419577,0.623004,47761
1962-03-22,0.000000,1.436327,1.407015,1.423765,0.624843,143282
1962-03-23,0.000000,1.436327,1.427952,1.436327,0.630355,11940
1962-03-26,0.000000,1.436327,1.423765,1.425859,0.625761,65671
1962-03-27,0.000000,1.432140,1.415390,1.415390,0.622996,29850
1962-03-28,0.000000,1.423765,1.402827,1.402827,0.617467,65671
1962-03-29,0.000000,1.415390,1.398639,1.398639,0.615624,41791
1962-03-30,0.000000,1.415390,1.356764,1.360952,0.599035,161192
1962-04-02,0.000000,1.386077,1.373514,1.373514,0.604565,53731
1962-04-03,0.000000,1.381889,1.340014,1.340014,0.589819,77611
1962-04-04,0.000000,1.342108,1.331639,1.331639,0.586133,11940
1962-04-05,0.000000,1.344201,1.302326,1.344201,0.591662,101491
1962-04-06,0.000000,1.340014,1.335826,1.340014,0.589819,17910
1962-04-09,0.000000,1.335826,1.331639,1.331639,0.586133,17910
1962-04-10,0.000000,1.352577,1.340014,1.340014,0.589819,47761
1962-04-11,0.000000,1.356764,1.340014,1.354670,0.596270,71641
1962-04-12,0.000000,1.331639,1.281388,1.298138,0.571387,95521
1962-04-13,0.000000,1.281388,1.256263,1.264638,0.556642,131342
1962-04-16,0.000000,1.273013,1.243700,1.256263,0.552956,53731
1962-04-17,0.000000,1.298138,1.256263,1.298138,0.571387,41791
1962-04-18,0.000000,1.340014,1.314889,1.323264,0.582447,95521
1962-04-19,0.000000,1.381889,1.340014,1.373514,0.604565,101491
1962-04-23,0.000000,1.386077,1.373514,1.386077,0.610094,53731
1962-04-24,0.000000,1.383983,1.373514,1.379796,0.607329,53731
1962-04-25,0.000000,1.381889,1.356764,1.356764,0.597192,89551
1962-04-26,0.000000,1.340014,1.306514,1.314889,0.578761,59701
1962-04-27,0.000000,1.340014,1.316982,1.331639,0.586133,101491
1962-04-30,0.000000,1.306514,1.293951,1.293951,0.569544,53731
1962-05-01,0.000000,1.298138,1.239513,1.298138,0.571387,155222
1962-05-02,0.000000,1.340014,1.319076,1.319076,0.580603,113432
1962-05-03,0.000000,1.340014,1.298138,1.340014,0.589819,47761
1962-05-04,0.000000,1.348389,1.306514,1.308607,0.575996,65671
1962-05-07,0.000000,1.306514,1.289763,1.298138,0.571387,83581
1962-05-08,0.000000,1.314889,1.281388,1.281388,0.564014,23880
1962-05-09,0.000000,1.277201,1.231138,1.231138,0.541897,155222
1962-05-10,0.000000,1.260451,1.206013,1.260451,0.554799,83581
1962-05-11,0.000000,1.268826,1.235325,1.243700,0.547426,113432
1962-05-14,0.000000,1.237419,1.195544,1.233232,0.542818,191043
1962-05-15,0.000000,1.314889,1.264638,1.314889,0.578761,149252
1962-05-16,0.000000,1.314889,1.289763,1.306514,0.575074,155222
1962-05-17,0.000000,1.306514,1.273013,1.289763,0.567701,101491
1962-05-18,0.000000,1.264638,1.235325,1.256263,0.552956,59701
1962-05-21,0.000000,1.252075,1.212294,1.214388,0.534524,101491
1962-05-22,0.000000,1.214388,1.164137,1.164137,0.512406,220893
1962-05-23,0.000000,1.206013,1.147387,1.147387,0.505033,238803
1962-05-24,0.000000,1.193450,1.159950,1.172512,0.516092,226863
1962-05-25,0.000000,1.180887,1.109699,1.134824,0.499503,441786
1962-05-28,0.000000,1.122262,1.092949,1.092949,0.481072,573128
1962-05-29,0.000000,1.101324,1.042698,1.101324,0.484758,471637
1962-05-31,0.000000,1.164137,1.109699,1.134824,0.499503,316415
1962-06-01,0.000000,1.126449,1.092949,1.122262,0.493974,179103
1962-06-04,0.000000,1.107605,1.080386,1.082480,0.476463,304474
1962-06-05,0.000000,1.069917,1.009198,1.042698,0.458953,364175
1962-06-06,0.000000,1.074105,1.046886,1.059448,0.466326,149252
1962-06-07,0.000000,1.084574,1.063636,1.065730,0.469091,47761
1962-06-08,0.000000,1.092949,1.067824,1.088761,0.479228,101491
1962-06-11,0.000000,1.084574,1.072011,1.072011,0.471855,197013
1962-06-12,0.000000,1.051073,1.005010,1.005010,0.442364,125372
1962-06-13,0.000000,1.011292,0.971510,0.971510,0.427619,405966
1962-06-14,0.000000,0.971510,0.900322,0.900322,0.396285,274624
1962-06-15,0.000000,1.055261,0.891947,1.055261,0.464483,292534
1962-06-18,0.000000,1.055261,0.975698,0.988260,0.434991,370145
1962-06-19,0.000000,1.017573,0.975698,0.992448,0.436835,161192
1962-06-20,0.000000,1.030136,0.992448,0.994542,0.437757,197013
1962-06-21,0.000000,0.975698,0.921260,0.938010,0.412873,268654
1962-06-22,0.000000,0.954760,0.910791,0.912884,0.401814,274624
1962-06-25,0.000000,0.971510,0.887759,0.952666,0.419325,370145
1962-06-26,0.000000,0.950572,0.891947,0.896134,0.396183,973124
1962-06-27,0.000000,0.919166,0.864728,0.904509,0.399886,591039
1962-06-28,0.000000,0.942197,0.904509,0.925447,0.409142,477607
1962-06-29,0.000000,0.954760,0.921260,0.933822,0.412845,256714
1962-07-02,0.000000,0.950572,0.917072,0.917072,0.405440,298504
1962-07-03,0.000000,0.948479,0.925447,0.929635,0.410994,244774
1962-07-05,0.000000,0.954760,0.931728,0.938010,0.414697,185073
1962-07-06,0.000000,0.929635,0.891947,0.912884,0.403588,202983
1962-07-09,0.000000,0.914978,0.887759,0.914978,0.404514,292534
1962-07-10,0.000000,0.950572,0.896134,0.904509,0.399886,531338
1962-07-11,0.000000,0.921260,0.896134,0.919166,0.406366,579098
1962-07-12,0.000000,0.954760,0.927541,0.933822,0.412845,1020885
1962-07-13,0.000000,0.933822,0.917072,0.929635,0.410994,435816
1962-07-16,0.000000,0.935916,0.912884,0.933822,0.412845,388056
1962-07-17,0.000000,0.967323,0.910791,0.912884,0.403588,1564163
1962-07-18,0.000000,0.935916,0.887759,0.925447,0.409142,746261
1962-07-19,0.000000,0.950572,0.923353,0.923353,0.408217,238803
1962-07-20,0.000000,0.935916,0.921260,0.927541,0.410068,77611
1962-07-23,0.000000,0.938010,0.927541,0.929635,0.410994,191043
1962-07-24,0.000000,0.933822,0.925447,0.925447,0.409142,202983
1962-07-25,0.000000,0.921260,0.904509,0.921260,0.407291,286564
1962-07-26,0.000000,0.958947,0.925447,0.948479,0.419325,1582073
1962-07-27,0.000000,0.965229,0.950572,0.958947,0.423953,459697
1962-07-30,0.000000,0.996635,0.967323,0.996635,0.440615,614919
1962-07-31,0.000000,1.017573,0.988260,1.002917,0.443392,710440
1962-08-01,0.000000,1.005010,0.977791,0.979885,0.433209,346265
1962-08-02,0.000000,0.988260,0.969416,0.977791,0.432284,298504
1962-08-03,0.000000,0.984073,0.977791,0.979885,0.433209,232833
1962-08-06,0.000000,0.984073,0.975698,0.975698,0.431359,1438791
1962-08-07,0.000000,0.973604,0.938010,0.956854,0.423027,274624
1962-08-08,0.000000,0.971510,0.950572,0.971510,0.429507,238803
1962-08-09,0.000000,0.971510,0.954760,0.967323,0.427656,226863
1962-08-10,0.000000,0.958947,0.938010,0.944291,0.417473,364175
1962-08-13,0.000000,0.950572,0.929635,0.950572,0.420250,185073
1962-08-14,0.000000,0.979885,0.938010,0.975698,0.431359,411936
1962-08-15,0.000000,1.002917,0.981979,0.986166,0.435987,513428
1962-08-16,0.000000,1.009198,0.975698,0.990354,0.437838,316415
1962-08-17,0.000000,1.000823,0.979885,0.990354,0.437838,161192
1962-08-20,0.000000,1.032229,0.992448,1.009198,0.446169,662680
1962-08-21,0.000000,1.017573,0.973604,0.988260,0.436912,238803
1962-08-22,0.000000,1.028042,0.979885,1.021761,0.451723,340295
1962-08-23,0.000000,1.042698,1.000823,1.000823,0.442466,704470
1962-08-24,0.000000,1.030136,1.002917,1.019667,0.450797,370145
1962-08-27,0.000000,1.036417,1.013386,1.021761,0.451723,232833
1962-08-28,0.000000,1.009198,0.981979,0.988260,0.436912,328355
1962-08-29,0.000000,0.996635,0.967323,0.988260,0.436912,286564
1962-08-30,0.000000,0.994542,0.975698,0.988260,0.436912,119402
1962-08-31,0.000000,1.009198,0.984073,1.009198,0.446169,185073
1962-09-04,0.000000,1.021761,0.984073,0.984073,0.435061,197013
1962-09-05,0.000000,1.000823,0.977791,0.979885,0.433209,232833
1962-09-06,0.000000,1.000823,0.963135,0.996635,0.440615,280594
1962-09-07,0.000000,1.017573,0.971510,0.981979,0.434135,262684
1962-09-10,0.000000,0.988260,0.975698,0.988260,0.436912,71641
1962-09-11,0.000000,1.017573,0.998729,1.005010,0.444317,214923
1962-09-12,0.000000,1.038511,0.988260,1.038511,0.459129,525368
1962-09-13,0.000000,1.051073,1.017573,1.025948,0.453574,608949
1962-09-14,0.000000,1.067824,1.025948,1.044792,0.461905,704470
1962-09-17,0.000000,1.069917,1.048980,1.051073,0.464682,495517
1962-09-18,0.000000,1.086668,1.051073,1.053167,0.465608,656710
1962-09-19,0.000000,1.063636,1.038511,1.046886,0.462831,268654
1962-09-20,0.000000,1.055261,1.013386,1.013386,0.448021,280594
1962-09-21,0.000000,1.021761,0.975698,1.009198,0.446169,352235
1962-09-24,0.000000,0.988260,0.965229,0.971510,0.429507,441786
1962-09-25,0.000000,0.990354,0.940103,0.981979,0.436015,382086
1962-09-26,0.000000,0.984073,0.887759,0.917072,0.407195,447757
1962-09-27,0.000000,0.950572,0.898228,0.904509,0.401617,674620
1962-09-28,0.000000,0.944291,0.914978,0.933822,0.414633,268654
1962-10-01,0.000000,0.933822,0.914978,0.917072,0.407195,173133
1962-10-02,0.000000,0.952666,0.912884,0.938010,0.416492,650740
1962-10-03,0.000000,0.958947,0.925447,0.925447,0.410914,197013
1962-10-04,0.000000,0.954760,0.931728,0.954760,0.423929,119402
1962-10-05,0.000000,0.971510,0.952666,0.971510,0.431366,286564
1962-10-08,0.000000,0.975698,0.958947,0.958947,0.425789,71641
1962-10-09,0.000000,0.988260,0.952666,0.988260,0.438804,429846
1962-10-10,0.000000,0.990354,0.954760,0.954760,0.423929,191043
1962-10-11,0.000000,0.967323,0.948479,0.954760,0.423929,95521
1962-10-12,0.000000,0.954760,0.946385,0.950572,0.422070,137312
1962-10-15,0.000000,0.963135,0.933822,0.963135,0.427648,232833
1962-10-16,0.000000,0.971510,0.950572,0.954760,0.423929,191043
1962-10-17,0.000000,0.954760,0.923353,0.933822,0.414633,137312
1962-10-18,0.000000,0.940103,0.921260,0.925447,0.410914,256714
1962-10-19,0.000000,0.925447,0.889853,0.889853,0.395109,364175
1962-10-22,0.000000,0.889853,0.845884,0.871009,0.386742,477607
1962-10-23,0.000000,0.887759,0.839602,0.845884,0.375587,334325
1962-10-24,0.000000,0.896134,0.808196,0.896134,0.397898,626859
1962-10-25,0.000000,0.879384,0.841696,0.860540,0.382094,238803
1962-10-26,0.000000,0.866821,0.854259,0.856353,0.380235,83581
1962-10-29,0.000000,0.900322,0.873103,0.873103,0.387672,191043
1962-10-30,0.000000,0.908697,0.875197,0.891947,0.396039,310445
1962-10-31,0.000000,0.896134,0.885665,0.887759,0.394180,71641
1962-11-01,0.000000,0.902416,0.883572,0.902416,0.400688,173133
1962-11-02,0.000000,0.921260,0.891947,0.912884,0.405336,429846
1962-11-05,0.000000,0.946385,0.906603,0.929635,0.412773,244774
1962-11-07,0.000000,0.944291,0.904509,0.925447,0.410914,179103
1962-11-08,0.000000,0.944291,0.921260,0.923353,0.409984,286564
1962-11-09,0.000000,0.946385,0.921260,0.929635,0.412773,304474
1962-11-12,0.000000,0.958947,0.938010,0.958947,0.425789,220893
1962-11-13,0.000000,0.967323,0.938010,0.954760,0.423929,256714
1962-11-14,0.000000,0.977791,0.946385,0.971510,0.431366,376116
1962-11-15,0.000000,0.992448,0.958947,0.958947,0.425789,334325
1962-11-16,0.000000,0.979885,0.958947,0.963135,0.427648,119402
1962-11-19,0.000000,0.975698,0.950572,0.950572,0.422070,101491
1962-11-20,0.000000,0.963135,0.950572,0.958947,0.425789,161192
1962-11-21,0.000000,0.990354,0.954760,0.990354,0.439734,483577
1962-11-23,0.000000,1.030136,0.994542,1.009198,0.448101,686560
1962-11-26,0.000000,1.034323,0.988260,1.019667,0.452749,322385
1962-11-27,0.000000,1.030136,1.011292,1.028042,0.456468,304474
1962-11-28,0.000000,1.040605,1.017573,1.030136,0.457398,358205
1962-11-29,0.000000,1.055261,1.038511,1.053167,0.467624,519398
1962-11-30,0.000000,1.063636,1.030136,1.057355,0.469483,441786
1962-12-03,0.000000,1.046886,1.009198,1.034323,0.459257,167162
1962-12-04,0.000000,1.084574,1.042698,1.082480,0.480639,459697
1962-12-05,0.000000,1.122262,1.078292,1.080386,0.479709,555218
1962-12-06,0.000000,1.103418,1.063636,1.090855,0.484358,340295
1962-12-07,0.000000,1.092949,1.080386,1.086668,0.482499,143282
1962-12-10,0.000000,1.095043,1.046886,1.046886,0.464835,298504
1962-12-11,0.000000,1.067824,1.038511,1.046886,0.464835,208953
1962-12-12,0.000000,1.080386,1.046886,1.076199,0.477851,161192
1962-12-13,0.000000,1.080386,1.069917,1.069917,0.475061,131342
1962-12-14,0.000000,1.084574,1.055261,1.084574,0.481569,232833
1962-12-17,0.000000,1.105511,1.076199,1.076199,0.477851,292534
1962-12-18,0.000000,1.080386,1.063636,1.063636,0.472272,167162
1962-12-19,0.000000,1.078292,1.061542,1.076199,0.477851,119402
1962-12-20,0.000000,1.086668,1.072011,1.078292,0.478780,137312
1962-12-21,0.000000,1.086668,1.059448,1.059448,0.470412,71641
1962-12-24,0.000000,1.051073,1.038511,1.051073,0.466694,107462
1962-12-26,0.000000,1.061542,1.042698,1.061542,0.473228,71641
1962-12-27,0.000000,1.063636,1.038511,1.040605,0.463894,89551
1962-12-28,0.000000,1.038511,1.030136,1.038511,0.462961,179103
1962-12-31,0.000000,1.051073,1.030136,1.030136,0.459227,214923
1963-01-02,0.000000,1.038511,1.000823,1.025948,0.457360,113432
1963-01-03,0.000000,1.072011,1.034323,1.072011,0.477895,101491
1963-01-04,0.000000,1.111793,1.080386,1.109699,0.494696,447757
1963-01-07,0.000000,1.113887,1.097136,1.097136,0.489095,131342
1963-01-08,0.000000,1.109699,1.090855,1.107605,0.493763,238803
1963-01-09,0.000000,1.139012,1.118074,1.120168,0.499363,417906
1963-01-10,0.000000,1.130637,1.109699,1.130637,0.504030,226863
1963-01-11,0.000000,1.143199,1.134824,1.139012,0.507763,173133
1963-01-14,0.000000,1.147387,1.126449,1.128543,0.503097,119402
1963-01-15,0.000000,1.147387,1.134824,1.139012,0.507763,125372
1963-01-16,0.000000,1.143199,1.130637,1.132730,0.504963,286564
1963-01-17,0.000000,1.147387,1.126449,1.147387,0.511497,208953
1963-01-18,0.000000,1.153668,1.145293,1.145293,0.510564,143282
1963-01-21,0.000000,1.168325,1.145293,1.168325,0.520831,173133
1963-01-22,0.000000,1.189262,1.172512,1.185075,0.528298,298504
1963-01-23,0.000000,1.185075,1.159950,1.159950,0.517097,77611
1963-01-24,0.000000,1.172512,1.159950,1.172512,0.522698,83581
1963-01-25,0.000000,1.174606,1.168325,1.174606,0.523631,47761
1963-01-28,0.000000,1.180887,1.172512,1.172512,0.522698,59701
1963-01-29,0.000000,1.197637,1.168325,1.168325,0.520831,220893
1963-01-30,0.000000,1.174606,1.159950,1.172512,0.522698,208953
1963-01-31,0.000000,1.193450,1.168325,1.193450,0.532032,83581
1963-02-01,0.000000,1.201825,1.185075,1.185075,0.528298,89551
1963-02-04,0.000000,1.206013,1.189262,1.201825,0.535765,167162
1963-02-05,0.000000,1.203919,1.185075,1.197637,0.533899,191043
1963-02-06,0.000000,1.206013,1.197637,1.203919,0.536698,95521
1963-02-07,0.000000,1.206013,1.197637,1.197637,0.533899,167162
1963-02-08,0.000000,1.206013,1.185075,1.206013,0.537632,95521
1963-02-11,0.000000,1.210200,1.197637,1.197637,0.533899,202983
1963-02-12,0.000000,1.201825,1.189262,1.201825,0.535765,125372
1963-02-13,0.000000,1.222763,1.201825,1.210200,0.539499,131342
1963-02-14,0.000000,1.218575,1.193450,1.214388,0.541365,143282
1963-02-15,0.000000,1.214388,1.210200,1.210200,0.539499,29850
1963-02-18,0.000000,1.210200,1.206013,1.206013,0.537632,59701
1963-02-19,0.000000,1.206013,1.201825,1.206013,0.537632,71641
1963-02-20,0.000000,1.206013,1.172512,1.180887,0.526431,232833
1963-02-21,0.000000,1.180887,1.176700,1.180887,0.526431,23880
1963-02-25,0.000000,1.185075,1.172512,1.172512,0.522698,83581
1963-02-26,0.000000,1.187169,1.172512,1.174606,0.523631,65671
1963-02-27,0.000000,1.172512,1.139012,1.139012,0.507763,155222
1963-02-28,0.000000,1.151574,1.139012,1.141106,0.508697,197013
1963-03-01,0.000000,1.151574,1.122262,1.122262,0.500296,143282
1963-03-04,0.000000,1.147387,1.122262,1.147387,0.511497,41791
1963-03-05,0.000000,1.139012,1.126449,1.126449,0.502163,77611
1963-03-06,0.000000,1.130637,1.124355,1.130637,0.504030,83581
1963-03-07,0.000000,1.147387,1.134824,1.147387,0.511497,35821
1963-03-08,0.000000,1.147387,1.130637,1.130637,0.504030,83581
1963-03-11,0.000000,1.130637,1.128543,1.128543,0.503097,89551
1963-03-12,0.000000,1.130637,1.124355,1.130637,0.504030,47761
1963-03-13,0.000000,1.134824,1.134824,1.134824,0.505897,29850
1963-03-14,0.000000,1.134824,1.126449,1.128543,0.503097,95521
1963-03-15,0.000000,1.139012,1.128543,1.139012,0.507763,53731
1963-03-18,0.000000,1.147387,1.130637,1.130637,0.504030,29850
1963-03-19,0.000000,1.143199,1.130637,1.130637,0.504030,89551
1963-03-20,0.000000,1.147387,1.130637,1.147387,0.511497,41791
1963-03-21,0.000000,1.155762,1.147387,1.147387,0.511497,41791
1963-03-22,0.000000,1.151574,1.147387,1.147387,0.511497,95521
1963-03-25,0.000000,1.149481,1.126449,1.130637,0.504030,155222
1963-03-26,0.000000,1.122262,1.101324,1.122262,0.502157,89551
1963-03-27,0.000000,1.128543,1.111793,1.118074,0.500283,113432
1963-03-28,0.000000,1.118074,1.088761,1.088761,0.487167,143282
1963-03-29,0.000000,1.088761,1.072011,1.082480,0.484356,59701
1963-04-01,0.000000,1.080386,1.072011,1.072011,0.479672,95521
1963-04-02,0.000000,1.078292,1.061542,1.067824,0.477798,131342
1963-04-03,0.000000,1.067824,1.057355,1.057355,0.473114,113432
1963-04-04,0.000000,1.042698,1.013386,1.021761,0.457187,883573
1963-04-05,0.000000,1.000823,0.971510,1.000823,0.447818,919393
1963-04-08,0.000000,1.017573,0.998729,1.005010,0.449692,334325
1963-04-09,0.000000,1.007104,0.988260,0.988260,0.442197,149252
1963-04-10,0.000000,1.021761,0.996635,1.021761,0.457187,220893
1963-04-11,0.000000,1.021761,1.005010,1.021761,0.457187,179103
1963-04-15,0.000000,1.021761,1.000823,1.002917,0.448756,173133
1963-04-16,0.000000,1.051073,1.005010,1.038511,0.464682,191043
1963-04-17,0.000000,1.048980,1.034323,1.038511,0.464682,167162
1963-04-18,0.000000,1.038511,1.025948,1.038511,0.464682,113432
1963-04-19,0.000000,1.051073,1.034323,1.051073,0.470303,197013
1963-04-22,0.000000,1.048980,1.030136,1.032229,0.461871,143282
1963-04-23,0.000000,1.044792,1.030136,1.038511,0.464682,125372
1963-04-24,0.000000,1.044792,1.034323,1.038511,0.464682,119402
1963-04-25,0.000000,1.046886,1.038511,1.038511,0.464682,286564
1963-04-26,0.000000,1.042698,1.034323,1.042698,0.466556,119402
1963-04-29,0.000000,1.088761,1.042698,1.078292,0.482482,220893
1963-04-30,0.000000,1.109699,1.082480,1.107605,0.495598,179103
1963-05-01,0.000000,1.122262,1.101324,1.101324,0.492788,197013
1963-05-02,0.000000,1.092949,1.076199,1.084574,0.485293,214923
1963-05-03,0.000000,1.088761,1.080386,1.086668,0.486230,71641
1963-05-06,0.000000,1.088761,1.084574,1.084574,0.485293,53731
1963-05-07,0.000000,1.084574,1.067824,1.078292,0.482482,131342
1963-05-08,0.000000,1.092949,1.080386,1.090855,0.488103,137312
1963-05-09,0.000000,1.092949,1.076199,1.080386,0.483419,89551
1963-05-10,0.000000,1.090855,1.076199,1.090855,0.488103,107462
1963-05-13,0.000000,1.105511,1.084574,1.097136,0.490914,268654
1963-05-14,0.000000,1.105511,1.084574,1.101324,0.492788,167162
1963-05-15,0.000000,1.147387,1.101324,1.132730,0.506840,262684
1963-05-16,0.000000,1.147387,1.130637,1.130637,0.505904,191043
1963-05-17,0.000000,1.126449,1.109699,1.122262,0.502157,113432
1963-05-20,0.000000,1.130637,1.122262,1.126449,0.504030,113432
1963-05-21,0.000000,1.134824,1.113887,1.134824,0.507778,131342
1963-05-22,0.000000,1.132730,1.122262,1.126449,0.504030,149252
1963-05-23,0.000000,1.128543,1.124355,1.126449,0.504030,59701
1963-05-24,0.000000,1.124355,1.122262,1.122262,0.502157,107462
1963-05-27,0.000000,1.126449,1.120168,1.126449,0.504030,107462
1963-05-28,0.000000,1.130637,1.122262,1.128543,0.504967,83581
1963-05-29,0.000000,1.151574,1.124355,1.151574,0.515272,304474
1963-05-31,0.000000,1.185075,1.159950,1.182981,0.529325,322385
1963-06-03,0.000000,1.203919,1.182981,1.189262,0.532136,238803
1963-06-04,0.000000,1.203919,1.185075,1.193450,0.534010,274624
1963-06-05,0.000000,1.199731,1.189262,1.189262,0.532136,197013
1963-06-06,0.000000,1.193450,1.155762,1.180887,0.528388,250744
1963-06-07,0.000000,1.214388,1.185075,1.214388,0.543378,226863
1963-06-10,0.000000,1.239513,1.214388,1.214388,0.543378,202983
1963-06-11,0.000000,1.268826,1.222763,1.231138,0.550873,376116
1963-06-12,0.000000,1.264638,1.239513,1.264638,0.565863,286564
1963-06-13,0.000000,1.264638,1.252075,1.252075,0.560242,131342
1963-06-14,0.000000,1.254169,1.231138,1.247888,0.558368,65671
1963-06-17,0.000000,1.237419,1.222763,1.226950,0.549000,1008945
1963-06-18,0.000000,1.237419,1.226950,1.231138,0.550873,65671
1963-06-19,0.000000,1.237419,1.226950,1.231138,0.550873,59701
1963-06-20,0.000000,1.247888,1.210200,1.229044,0.549936,292534
1963-06-21,0.000000,1.247888,1.235325,1.247888,0.558368,89551
1963-06-24,0.000000,1.264638,1.247888,1.258357,0.563052,173133
1963-06-25,0.000000,1.256263,1.245794,1.252075,0.562112,83581
1963-06-26,0.000000,1.247888,1.231138,1.231138,0.552713,107462
1963-06-27,0.000000,1.233232,1.218575,1.220669,0.548013,197013
1963-06-28,0.000000,1.235325,1.210200,1.235325,0.554592,113432
1963-07-01,0.000000,1.235325,1.210200,1.218575,0.547073,316415
1963-07-02,0.000000,1.229044,1.214388,1.226950,0.550833,197013
1963-07-03,0.000000,1.229044,1.222763,1.229044,0.551772,95521
1963-07-05,0.000000,1.226950,1.222763,1.222763,0.548953,23880
1963-07-08,0.000000,1.222763,1.208106,1.208106,0.542372,101491
1963-07-09,0.000000,1.216481,1.208106,1.216481,0.546132,101491
1963-07-10,0.000000,1.214388,1.208106,1.210200,0.543313,53731
1963-07-11,0.000000,1.206013,1.189262,1.189262,0.533913,137312
1963-07-12,0.000000,1.180887,1.143199,1.151574,0.516993,161192
1963-07-15,0.000000,1.153668,1.122262,1.136918,0.510413,179103
1963-07-16,0.000000,1.139012,1.122262,1.126449,0.505713,59701
1963-07-17,0.000000,1.151574,1.122262,1.122262,0.503834,101491
1963-07-18,0.000000,1.147387,1.124355,1.147387,0.515113,47761
1963-07-19,0.000000,1.143199,1.130637,1.132730,0.508533,35821
1963-07-22,0.000000,1.139012,1.113887,1.128543,0.506653,167162
1963-07-23,0.000000,1.136918,1.118074,1.118074,0.501953,298504
1963-07-24,0.000000,1.172512,1.122262,1.157856,0.519813,113432
1963-07-25,0.000000,1.189262,1.166231,1.168325,0.524513,107462
1963-07-26,0.000000,1.180887,1.164137,1.180887,0.530152,107462
1963-07-29,0.000000,1.189262,1.176700,1.178793,0.529212,161192
1963-07-30,0.000000,1.231138,1.185075,1.231138,0.552713,149252
